0x7ff7b74e7400,285,0
0x7ff7b74e7400,285,0
0x7ff7b74e7400,285,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,600,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,285,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,285,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,285,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,495,0
0x7ff7b74e7400,285,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,285,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,285,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,285,0
0x7ff7b74e7400,510,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,285,0
0x7ff7b74e7400,285,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,285,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,285,0
0x7ff7b74e7400,285,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,480,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,285,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,285,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,285,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,510,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,285,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,285,0
0x7ff7b74e7400,285,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,285,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,285,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,495,0
0x7ff7b74e7400,285,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,285,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,285,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,285,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,510,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,285,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,270,0
0x7ff7b74e7400,510,0
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,285,1
0x7ff7b74e7400,285,1
0x7ff7b74e7400,285,1
0x7ff7b74e7400,285,1
0x7ff7b74e7400,285,1
0x7ff7b74e7400,285,1
0x7ff7b74e7400,285,1
0x7ff7b74e7400,285,1
0x7ff7b74e7400,285,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,285,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,660,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,285,1
0x7ff7b74e7400,795,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,285,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,285,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,315,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,285,1
0x7ff7b74e7400,285,1
0x7ff7b74e7400,795,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,285,1
0x7ff7b74e7400,285,1
0x7ff7b74e7400,285,1
0x7ff7b74e7400,285,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,285,1
0x7ff7b74e7400,285,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,330,1
0x7ff7b74e7400,285,1
0x7ff7b74e7400,285,1
0x7ff7b74e7400,285,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,270,1
0x7ff7b74e7400,330,2
0x7ff7b74e7400,315,2
0x7ff7b74e7400,300,2
0x7ff7b74e7400,315,2
0x7ff7b74e7400,300,2
0x7ff7b74e7400,300,2
0x7ff7b74e7400,300,2
0x7ff7b74e7400,315,2
0x7ff7b74e7400,300,2
0x7ff7b74e7400,315,2
0x7ff7b74e7400,300,2
0x7ff7b74e7400,315,2
0x7ff7b74e7400,300,2
0x7ff7b74e7400,300,2
0x7ff7b74e7400,300,2
0x7ff7b74e7400,300,2
0x7ff7b74e7400,300,2
0x7ff7b74e7400,300,2
0x7ff7b74e7400,315,2
0x7ff7b74e7400,300,2
0x7ff7b74e7400,315,2
0x7ff7b74e7400,315,2
0x7ff7b74e7400,315,2
0x7ff7b74e7400,315,2
0x7ff7b74e7400,315,2
0x7ff7b74e7400,315,2
0x7ff7b74e7400,300,2
0x7ff7b74e7400,300,2
0x7ff7b74e7400,300,2
0x7ff7b74e7400,300,2
0x7ff7b74e7400,315,2
0x7ff7b74e7400,390,2
0x7ff7b74e7400,300,2
0x7ff7b74e7400,300,2
0x7ff7b74e7400,300,2
