latency,accuracy,payload,count
31389,0.999985,8192,65535
31362,0.999985,8192,65535
62533,0.982048,16384,128719
62674,0.999985,16384,131070
62708,0.999977,16384,131069
62607,0.999985,16384,131070
62022,0.963058,16384,126230
62605,0.999947,16384,131065
62894,0.999985,16384,131070
62730,0.999977,16384,131069
62569,0.999985,16384,131070
62619,0.999969,16384,131068
63406,0.999962,16384,131067
62651,0.999947,16384,131065
62669,0.999931,16384,131063
62601,0.999977,16384,131069
62637,0.999962,16384,131067
62604,0.999992,16384,131071
62633,0.987564,16384,129442
62702,0.999954,16384,131066
62693,0.999985,16384,131070
62786,0.991638,16384,129976
62537,0.999985,16384,131070
62754,0.999977,16384,131069
63337,0.999977,16384,131069
62656,0.999992,16384,131071
63423,0.999947,16384,131065
62624,0.999832,16384,131050
62632,0.999939,16384,131064
62642,0.999977,16384,131069
62640,0.999962,16384,131067
63374,0.999977,16384,131069
62629,0.999962,16384,131067
62602,0.999962,16384,131067
63375,0.999939,16384,131064
62660,0.999962,16384,131067
62642,0.999954,16384,131066
62685,0.999954,16384,131066
62621,0.999954,16384,131066
62660,1.000000,16384,131072
62726,0.999962,16384,131067
63378,0.999985,16384,131070
61796,0.952286,16384,124818
62609,0.999977,16384,131069
62601,0.999962,16384,131067
62642,0.999954,16384,131066
63519,0.999977,16384,131069
62703,0.999969,16384,131068
63675,0.999954,16384,131066
62662,0.999954,16384,131066
62649,0.999985,16384,131070
62883,0.995834,16384,130526
62588,0.999947,16384,131065
62625,0.999977,16384,131069
63376,0.999969,16384,131068
62597,0.999977,16384,131069
62978,0.999985,16384,131070
62645,0.999939,16384,131064
62810,0.999725,16384,131036
63281,0.999962,16384,131067
62624,0.999977,16384,131069
62453,0.981537,16384,128652
62588,0.999977,16384,131069
62663,0.999985,16384,131070
62554,0.999969,16384,131068
62861,0.999992,16384,131071
62701,0.999962,16384,131067
62688,0.999985,16384,131070
63335,0.999924,16384,131062
62963,0.999977,16384,131069
63368,0.999954,16384,131066
62615,0.999962,16384,131067
62665,0.999992,16384,131071
62657,0.999947,16384,131065
62950,0.999962,16384,131067
62623,0.999939,16384,131064
62626,0.999985,16384,131070
62584,0.999954,16384,131066
62808,0.999954,16384,131066
63678,0.999985,16384,131070
63344,0.999924,16384,131062
62591,0.999954,16384,131066
62544,0.999954,16384,131066
62585,0.999977,16384,131069
62610,0.999969,16384,131068
62332,0.977814,16384,128164
62664,0.999977,16384,131069
62703,0.999939,16384,131064
62655,0.999985,16384,131070
61514,0.999954,16384,131066
62673,0.999931,16384,131063
62681,0.999985,16384,131070
62669,0.999947,16384,131065
59557,0.939507,16384,123143
63457,0.999947,16384,131065
62727,0.999954,16384,131066
62621,0.999870,16384,131055
62748,0.999962,16384,131067
63002,0.999985,16384,131070
63441,0.999969,16384,131068
62619,0.999969,16384,131068
62680,0.999954,16384,131066
125281,0.999977,32768,262138
125200,0.999985,32768,262140
125205,0.999985,32768,262140
125278,0.999973,32768,262137
125240,0.999985,32768,262140
125254,0.999966,32768,262135
125271,0.999958,32768,262133
126753,0.999969,32768,262136
126621,0.999935,32768,262127
127255,0.999962,32768,262134
125176,0.999954,32768,262132
126677,0.999966,32768,262135
126836,0.999973,32768,262137
125488,0.999958,32768,262133
125177,0.999992,32768,262142
125406,0.999966,32768,262135
125274,0.999985,32768,262140
125675,0.999966,32768,262135
125255,0.999966,32768,262135
125259,0.999962,32768,262134
124844,0.980057,32768,256916
125081,0.999977,32768,262138
125668,0.996361,32768,261190
125244,0.999966,32768,262135
126766,0.999969,32768,262136
125247,0.999973,32768,262137
125254,0.999947,32768,262130
125626,0.995060,32768,260849
125573,0.999962,32768,262134
125172,0.999966,32768,262135
125288,0.999989,32768,262141
125213,0.999954,32768,262132
126674,0.999966,32768,262135
126636,0.999973,32768,262137
125234,0.999989,32768,262141
125283,0.999985,32768,262140
125302,0.999966,32768,262135
126832,0.999943,32768,262129
125667,0.999969,32768,262136
122386,0.999935,32768,262127
125260,0.999962,32768,262134
124606,0.973858,32768,255291
125158,0.999989,32768,262141
125450,0.994377,32768,260670
125156,0.999958,32768,262133
125183,0.985477,32768,258337
125224,0.999966,32768,262135
125719,0.999954,32768,262132
125278,0.999981,32768,262139
125298,0.999977,32768,262138
125174,0.985493,32768,258341
126751,0.999943,32768,262129
126623,0.999973,32768,262137
125163,0.989246,32768,259325
126689,0.999950,32768,262131
125053,0.999977,32768,262138
125224,0.999981,32768,262139
125197,0.999985,32768,262140
125348,0.999985,32768,262140
125186,0.999966,32768,262135
126750,0.999985,32768,262140
125215,0.999981,32768,262139
125213,0.999973,32768,262137
125155,0.999954,32768,262132
166374,0.999962,32768,262134
125262,0.999981,32768,262139
125208,0.999989,32768,262141
126726,0.999981,32768,262139
125220,0.999977,32768,262138
125257,0.999969,32768,262136
125391,0.990448,32768,259640
125239,0.999985,32768,262140
125185,0.999981,32768,262139
125738,0.997215,32768,261414
124411,0.971504,32768,254674
125885,0.995346,32768,260924
125161,0.999977,32768,262138
125208,0.999977,32768,262138
126774,0.999966,32768,262135
126864,0.999943,32768,262129
125269,0.999977,32768,262138
125267,0.999969,32768,262136
126704,0.999954,32768,262132
125287,0.999958,32768,262133
125190,0.999954,32768,262132
125199,0.999977,32768,262138
125215,0.999954,32768,262132
125131,0.999977,32768,262138
125163,0.999966,32768,262135
125414,0.990959,32768,259774
125693,0.996227,32768,261155
125577,0.999977,32768,262138
125486,0.999985,32768,262140
125237,0.999981,32768,262139
126918,0.999962,32768,262134
125211,0.999962,32768,262134
125117,0.999985,32768,262140
124777,0.977501,32768,256246
125154,0.999977,32768,262138
125131,0.999954,32768,262132
250321,0.999975,65536,524275
250454,0.999969,65536,524272
250291,0.999971,65536,524273
250338,0.999969,65536,524272
250517,0.999971,65536,524273
250455,0.999969,65536,524272
250418,0.999979,65536,524277
253523,0.999977,65536,524276
250401,0.999973,65536,524274
251312,0.999960,65536,524267
250353,0.999975,65536,524275
250286,0.986778,65536,517356
250509,0.999968,65536,524271
250265,0.999977,65536,524276
250405,0.999973,65536,524274
250454,0.999979,65536,524277
250536,0.999983,65536,524279
250659,0.999979,65536,524277
250866,0.994413,65536,521359
250588,0.999964,65536,524269
250473,0.999973,65536,524274
254351,0.999968,65536,524271
250485,0.999973,65536,524274
250258,0.984127,65536,515966
251264,0.999973,65536,524274
253262,0.999969,65536,524272
250458,0.999969,65536,524272
250446,0.999977,65536,524276
250474,0.999966,65536,524270
250126,0.999968,65536,524271
251331,0.999973,65536,524274
250430,0.999977,65536,524276
251115,0.984114,65536,515959
250358,0.999973,65536,524274
250392,0.999962,65536,524268
305117,0.999992,65536,524284
250575,0.999969,65536,524272
250423,0.999969,65536,524272
251360,0.999968,65536,524271
250499,0.999939,65536,524256
250619,0.999958,65536,524266
250451,0.999977,65536,524276
253536,0.999975,65536,524275
251548,0.996939,65536,522683
250710,0.989836,65536,518959
250535,0.999973,65536,524274
250538,0.999969,65536,524272
253394,0.999975,65536,524275
250252,0.999979,65536,524277
250454,0.999958,65536,524266
249769,0.981863,65536,514779
250361,0.999969,65536,524272
250463,0.999971,65536,524273
250517,0.999985,65536,524280
250285,0.999979,65536,524277
250620,0.999975,65536,524275
250328,0.984547,65536,516186
250458,0.999981,65536,524278
250426,0.999969,65536,524272
250399,0.999886,65536,524228
250596,0.999981,65536,524278
250509,0.987179,65536,517566
250411,0.999981,65536,524278
253391,0.999975,65536,524275
250432,0.999968,65536,524271
230086,0.843756,65536,442371
250429,0.999969,65536,524272
250397,0.999985,65536,524280
250371,0.999973,65536,524274
250558,0.999952,65536,524263
253362,0.999968,65536,524271
250373,0.999979,65536,524277
250476,0.999985,65536,524280
250424,0.999983,65536,524279
250485,0.999958,65536,524266
250254,0.999969,65536,524272
250483,0.999975,65536,524275
250499,0.999973,65536,524274
250378,0.999973,65536,524274
250692,0.999985,65536,524280
251352,0.997896,65536,523185
250476,0.999983,65536,524279
250423,0.999966,65536,524270
250318,0.984493,65536,516158
250611,0.999958,65536,524266
250348,0.999989,65536,524282
250295,0.999975,65536,524275
250914,0.999973,65536,524274
250607,0.999968,65536,524271
250504,0.999966,65536,524270
250526,0.999964,65536,524269
254204,0.999971,65536,524273
253406,0.999979,65536,524277
251691,0.999973,65536,524274
250455,0.999971,65536,524273
254273,0.999966,65536,524270
253522,0.999968,65536,524271
250457,0.999983,65536,524279
250929,0.999973,65536,524274
250309,0.999981,65536,524278
